id,speaker,role,N_clean,S_clean,D_clean,I_clean,wer_clean,speaker_sex,speaker_age,age_cohort,province,enclave,ccaa_normalized,year,full_date,snr_db,utmos,nisqa_mos,nisqa_noi,nisqa_col,nisqa_dis,nisqa_loud,dialect_alvar,dialect_mouton,dialect_fernandez,speaker_num
COSER-0102-01,E2,Interviewer,1029,103,190,18,0.3022351797862002,,,,Álava,Berganzo (Zambrana) (0102),Basque Country,1992,1992-07-14,-2.7135157585144043,1.2454936504364014,1.1073005199432373,1.3431700468063354,2.4158332347869877,3.2666494846343994,2.259672880172729,Bilingual Areas,Northern,Eastern,2
COSER-0102-01,I1,Informant,4990,579,839,68,0.2977955911823647,Female,71.0,71-85,Álava,Berganzo (Zambrana) (0102),Basque Country,1992,1992-07-14,-2.7135157585144043,1.2454936504364014,1.1073005199432373,1.3431700468063354,2.4158332347869877,3.2666494846343994,2.259672880172729,Bilingual Areas,Northern,Eastern,1
COSER-0102-01,I2,Informant,169,22,101,2,0.7396449704142012,Male,,,Álava,Berganzo (Zambrana) (0102),Basque Country,1992,1992-07-14,-2.7135157585144043,1.2454936504364014,1.1073005199432373,1.3431700468063354,2.4158332347869877,3.2666494846343994,2.259672880172729,Bilingual Areas,Northern,Eastern,2
COSER-0102-01,E3,Interviewer,45,3,6,0,0.2,,,,Álava,Berganzo (Zambrana) (0102),Basque Country,1992,1992-07-14,-2.7135157585144043,1.2454936504364014,1.1073005199432373,1.3431700468063354,2.4158332347869877,3.2666494846343994,2.259672880172729,Bilingual Areas,Northern,Eastern,3
COSER-0102-01,E1,Interviewer,851,66,204,10,0.3290246768507638,,,,Álava,Berganzo (Zambrana) (0102),Basque Country,1992,1992-07-14,-2.7135157585144043,1.2454936504364014,1.1073005199432373,1.3431700468063354,2.4158332347869877,3.2666494846343994,2.259672880172729,Bilingual Areas,Northern,Eastern,1
COSER-4214-01,E2,Interviewer,423,44,133,4,0.4278959810874704,,,,Toledo,La Nava de Ricomalillo (4214),Castile-La Mancha,1991,1991-03-10,4.347898364067078,1.2506769895553589,2.1246883869171143,1.87812614440918,3.022780656814575,3.7685606479644775,2.9559805393218994,Primigenial,Northern,Southern,2
COSER-4214-01,I4,Informant,3346,636,1052,111,0.5376569037656904,Male,82.0,71-85,Toledo,La Nava de Ricomalillo (4214),Castile-La Mancha,1991,1991-03-10,4.347898364067078,1.2506769895553589,2.1246883869171143,1.87812614440918,3.022780656814575,3.7685606479644775,2.9559805393218994,Primigenial,Northern,Southern,4
COSER-4214-01,I3,Informant,3723,475,974,63,0.4061240934730056,Female,,,Toledo,La Nava de Ricomalillo (4214),Castile-La Mancha,1991,1991-03-10,4.347898364067078,1.2506769895553589,2.1246883869171143,1.87812614440918,3.022780656814575,3.7685606479644775,2.9559805393218994,Primigenial,Northern,Southern,3
COSER-4214-01,I2,Informant,3110,550,986,94,0.5241157556270096,Female,80.0,71-85,Toledo,La Nava de Ricomalillo (4214),Castile-La Mancha,1991,1991-03-10,4.347898364067078,1.2506769895553589,2.1246883869171143,1.87812614440918,3.022780656814575,3.7685606479644775,2.9559805393218994,Primigenial,Northern,Southern,2
COSER-4214-01,E3,Interviewer,21,0,16,0,0.7619047619047619,,,,Toledo,La Nava de Ricomalillo (4214),Castile-La Mancha,1991,1991-03-10,4.347898364067078,1.2506769895553589,2.1246883869171143,1.87812614440918,3.022780656814575,3.7685606479644775,2.9559805393218994,Primigenial,Northern,Southern,3
COSER-4214-01,E1,Interviewer,795,36,173,6,0.270440251572327,,,,Toledo,La Nava de Ricomalillo (4214),Castile-La Mancha,1991,1991-03-10,4.347898364067078,1.2506769895553589,2.1246883869171143,1.87812614440918,3.022780656814575,3.7685606479644775,2.9559805393218994,Primigenial,Northern,Southern,1
COSER-4214-01,I1,Informant,1719,194,480,28,0.4083769633507853,Male,57.0,50-70,Toledo,La Nava de Ricomalillo (4214),Castile-La Mancha,1991,1991-03-10,4.347898364067078,1.2506769895553589,2.1246883869171143,1.87812614440918,3.022780656814575,3.7685606479644775,2.9559805393218994,Primigenial,Northern,Southern,1
COSER-3412-01,E2,Interviewer,127,11,8,5,0.1889763779527559,,,,Palencia,Muñeca (Guardo) (3412),Castile and Leon,1993,1993-07-08,-2.277987003326416,1.317879557609558,2.3544130325317383,1.7498774528503418,3.205415964126587,3.971839666366577,3.5226316452026367,Primigenial,Northern,Central-Northern,2
COSER-3412-01,I1,Informant,3644,730,379,228,0.3669045005488474,Male,66.0,50-70,Palencia,Muñeca (Guardo) (3412),Castile and Leon,1993,1993-07-08,-2.277987003326416,1.317879557609558,2.3544130325317383,1.7498774528503418,3.205415964126587,3.971839666366577,3.5226316452026367,Primigenial,Northern,Central-Northern,1
COSER-3412-01,I2,Informant,28,1,18,1,0.7142857142857143,Female,,,Palencia,Muñeca (Guardo) (3412),Castile and Leon,1993,1993-07-08,-2.277987003326416,1.317879557609558,2.3544130325317383,1.7498774528503418,3.205415964126587,3.971839666366577,3.5226316452026367,Primigenial,Northern,Central-Northern,2
COSER-3412-01,E3,Interviewer,25,0,7,0,0.28,,,,Palencia,Muñeca (Guardo) (3412),Castile and Leon,1993,1993-07-08,-2.277987003326416,1.317879557609558,2.3544130325317383,1.7498774528503418,3.205415964126587,3.971839666366577,3.5226316452026367,Primigenial,Northern,Central-Northern,3
COSER-3412-01,E1,Interviewer,893,17,64,29,0.1231802911534154,,,,Palencia,Muñeca (Guardo) (3412),Castile and Leon,1993,1993-07-08,-2.277987003326416,1.317879557609558,2.3544130325317383,1.7498774528503418,3.205415964126587,3.971839666366577,3.5226316452026367,Primigenial,Northern,Central-Northern,1
COSER-1702-01,E2,Interviewer,593,42,80,14,0.2293423271500843,,,,Gerona,Espinelves (1702),Catalonia,2021,2021-10-23,-0.8377369493246078,1.2315374612808228,1.4537217617034912,1.7663295269012451,2.300411462783813,2.0949440002441406,3.096569299697876,Bilingual Areas,Northern,Eastern,2
COSER-1702-01,I1,Informant,4316,309,281,103,0.1605653382761816,Female,92.0,86+,Gerona,Espinelves (1702),Catalonia,2021,2021-10-23,-0.8377369493246078,1.2315374612808228,1.4537217617034912,1.7663295269012451,2.300411462783813,2.0949440002441406,3.096569299697876,Bilingual Areas,Northern,Eastern,1
COSER-1702-01,I3,Informant,97,6,35,6,0.4845360824742268,,,,Gerona,Espinelves (1702),Catalonia,2021,2021-10-23,-0.8377369493246078,1.2315374612808228,1.4537217617034912,1.7663295269012451,2.300411462783813,2.0949440002441406,3.096569299697876,Bilingual Areas,Northern,Eastern,3
COSER-1702-01,I2,Informant,1479,110,186,21,0.2143340094658553,Female,63.0,50-70,Gerona,Espinelves (1702),Catalonia,2021,2021-10-23,-0.8377369493246078,1.2315374612808228,1.4537217617034912,1.7663295269012451,2.300411462783813,2.0949440002441406,3.096569299697876,Bilingual Areas,Northern,Eastern,2
COSER-1702-01,E3,Interviewer,4,4,0,0,1.0,,,,Gerona,Espinelves (1702),Catalonia,2021,2021-10-23,-0.8377369493246078,1.2315374612808228,1.4537217617034912,1.7663295269012451,2.300411462783813,2.0949440002441406,3.096569299697876,Bilingual Areas,Northern,Eastern,3
COSER-1702-01,E1,Interviewer,1146,46,116,54,0.1884816753926701,,,,Gerona,Espinelves (1702),Catalonia,2021,2021-10-23,-0.8377369493246078,1.2315374612808228,1.4537217617034912,1.7663295269012451,2.300411462783813,2.0949440002441406,3.096569299697876,Bilingual Areas,Northern,Eastern,1
COSER-0723-01,E2,Interviewer,764,43,115,66,0.2931937172774869,,,,Badajoz,Orellana de la Sierra (0723),Extremadura,2010,2010-04-17,9.394753575325012,1.2364394664764404,1.7089183330535889,1.972398281097412,2.4671285152435303,3.831567287445069,2.814750909805298,Transitional,Southern,Western,2
COSER-0723-01,I1,Informant,358,51,72,9,0.3687150837988827,Female,77.0,71-85,Badajoz,Orellana de la Sierra (0723),Extremadura,2010,2010-04-17,9.394753575325012,1.2364394664764404,1.7089183330535889,1.972398281097412,2.4671285152435303,3.831567287445069,2.814750909805298,Transitional,Southern,Western,1
COSER-0723-01,I2,Informant,15382,2121,751,3359,0.4050838642569236,Female,83.0,71-85,Badajoz,Orellana de la Sierra (0723),Extremadura,2010,2010-04-17,9.394753575325012,1.2364394664764404,1.7089183330535889,1.972398281097412,2.4671285152435303,3.831567287445069,2.814750909805298,Transitional,Southern,Western,2
COSER-0723-01,E3,Interviewer,43,3,11,3,0.3953488372093023,,,,Badajoz,Orellana de la Sierra (0723),Extremadura,2010,2010-04-17,9.394753575325012,1.2364394664764404,1.7089183330535889,1.972398281097412,2.4671285152435303,3.831567287445069,2.814750909805298,Transitional,Southern,Western,3
COSER-0723-01,E1,Interviewer,351,15,48,22,0.2421652421652421,,,,Badajoz,Orellana de la Sierra (0723),Extremadura,2010,2010-04-17,9.394753575325012,1.2364394664764404,1.7089183330535889,1.972398281097412,2.4671285152435303,3.831567287445069,2.814750909805298,Transitional,Southern,Western,1
COSER-3712-01,E2,Interviewer,1716,63,472,16,0.3210955710955711,,,,Segovia,Santiuste de San Juan Bautista (3712),Castile and Leon,1994,1994-12-09,38.91934871673584,1.2368420362472534,2.0173139572143555,1.7156453132629397,2.6487460136413574,3.148449659347534,3.218998670578003,Primigenial,Northern,Central-Northern,2
COSER-3712-01,I1,Informant,10314,534,1007,116,0.1606554198177235,Female,62.0,50-70,Segovia,Santiuste de San Juan Bautista (3712),Castile and Leon,1994,1994-12-09,38.91934871673584,1.2368420362472534,2.0173139572143555,1.7156453132629397,2.6487460136413574,3.148449659347534,3.218998670578003,Primigenial,Northern,Central-Northern,1
COSER-3712-01,I2,Informant,517,47,205,3,0.4932301740812379,Male,65.0,50-70,Segovia,Santiuste de San Juan Bautista (3712),Castile and Leon,1994,1994-12-09,38.91934871673584,1.2368420362472534,2.0173139572143555,1.7156453132629397,2.6487460136413574,3.148449659347534,3.218998670578003,Primigenial,Northern,Central-Northern,2
COSER-3712-01,E1,Interviewer,465,26,138,0,0.3526881720430107,,,,Segovia,Santiuste de San Juan Bautista (3712),Castile and Leon,1994,1994-12-09,38.91934871673584,1.2368420362472534,2.0173139572143555,1.7156453132629397,2.6487460136413574,3.148449659347534,3.218998670578003,Primigenial,Northern,Central-Northern,1
COSER-0808-01,E2,Interviewer,371,31,122,4,0.4231805929919137,,,,Barcelona,L'Espunyola (0808),Catalonia,2024,2024-06-03,-4.677688777446747,1.2863727807998655,2.3843555450439453,1.8510563373565676,3.78167986869812,4.188808441162109,3.385167360305786,Bilingual Areas,Northern,Eastern,2
COSER-0808-01,I1,Informant,6546,673,1653,157,0.3793156125878399,Male,96.0,86+,Barcelona,L'Espunyola (0808),Catalonia,2024,2024-06-03,-4.677688777446747,1.2863727807998655,2.3843555450439453,1.8510563373565676,3.78167986869812,4.188808441162109,3.385167360305786,Bilingual Areas,Northern,Eastern,1
COSER-0808-01,I2,Informant,321,67,100,29,0.6105919003115264,Female,,,Barcelona,L'Espunyola (0808),Catalonia,2024,2024-06-03,-4.677688777446747,1.2863727807998655,2.3843555450439453,1.8510563373565676,3.78167986869812,4.188808441162109,3.385167360305786,Bilingual Areas,Northern,Eastern,2
COSER-0808-01,E3,Interviewer,8,2,3,0,0.625,,,,Barcelona,L'Espunyola (0808),Catalonia,2024,2024-06-03,-4.677688777446747,1.2863727807998655,2.3843555450439453,1.8510563373565676,3.78167986869812,4.188808441162109,3.385167360305786,Bilingual Areas,Northern,Eastern,3
COSER-0808-01,E1,Interviewer,2223,162,550,38,0.3373819163292847,,,,Barcelona,L'Espunyola (0808),Catalonia,2024,2024-06-03,-4.677688777446747,1.2863727807998655,2.3843555450439453,1.8510563373565676,3.78167986869812,4.188808441162109,3.385167360305786,Bilingual Areas,Northern,Eastern,1
COSER-2120-01,E2,Interviewer,1295,83,216,9,0.2378378378378378,,,,Huelva,Villablanca (2120),Andalusia,2012,2012-04-22,4.962424635887146,1.2439398765563965,1.386940598487854,1.7155427932739258,2.090176582336426,3.512269973754883,2.037716865539551,Consecutive,Southern,Southern,2
COSER-2120-01,E4,Interviewer,3,0,3,0,1.0,,,,Huelva,Villablanca (2120),Andalusia,2012,2012-04-22,4.962424635887146,1.2439398765563965,1.386940598487854,1.7155427932739258,2.090176582336426,3.512269973754883,2.037716865539551,Consecutive,Southern,Southern,4
COSER-2120-01,I3,Informant,36,4,29,0,0.9166666666666666,Female,35.0,Outlier,Huelva,Villablanca (2120),Andalusia,2012,2012-04-22,4.962424635887146,1.2439398765563965,1.386940598487854,1.7155427932739258,2.090176582336426,3.512269973754883,2.037716865539551,Consecutive,Southern,Southern,3
COSER-2120-01,I2,Informant,73,32,13,25,0.958904109589041,Female,21.0,Outlier,Huelva,Villablanca (2120),Andalusia,2012,2012-04-22,4.962424635887146,1.2439398765563965,1.386940598487854,1.7155427932739258,2.090176582336426,3.512269973754883,2.037716865539551,Consecutive,Southern,Southern,2
COSER-2120-01,E3,Interviewer,1118,142,254,22,0.3738819320214669,,,,Huelva,Villablanca (2120),Andalusia,2012,2012-04-22,4.962424635887146,1.2439398765563965,1.386940598487854,1.7155427932739258,2.090176582336426,3.512269973754883,2.037716865539551,Consecutive,Southern,Southern,3
COSER-2120-01,E1,Interviewer,778,51,227,6,0.365038560411311,,,,Huelva,Villablanca (2120),Andalusia,2012,2012-04-22,4.962424635887146,1.2439398765563965,1.386940598487854,1.7155427932739258,2.090176582336426,3.512269973754883,2.037716865539551,Consecutive,Southern,Southern,1
COSER-2120-01,I1,Informant,16889,2453,1312,309,0.2412220972230445,Female,60.0,50-70,Huelva,Villablanca (2120),Andalusia,2012,2012-04-22,4.962424635887146,1.2439398765563965,1.386940598487854,1.7155427932739258,2.090176582336426,3.512269973754883,2.037716865539551,Consecutive,Southern,Southern,1
COSER-0404-01,E2,Interviewer,13,3,1,1,0.3846153846153846,,,,Almería,Bacares (0404),Andalusia,2013,2013-06-15,1.4293482899665833,1.2438327074050903,0.9125710725784302,1.3807244300842283,1.6229066848754885,2.390840768814087,1.8749637603759768,Consecutive,Southern,Southern,2
COSER-0404-01,I1,Informant,11,2,1,0,0.2727272727272727,Female,,,Almería,Bacares (0404),Andalusia,2013,2013-06-15,1.4293482899665833,1.2438327074050903,0.9125710725784302,1.3807244300842283,1.6229066848754885,2.390840768814087,1.8749637603759768,Consecutive,Southern,Southern,1
COSER-0404-01,E4,Interviewer,181,12,64,3,0.43646408839779,,,,Almería,Bacares (0404),Andalusia,2013,2013-06-15,1.4293482899665833,1.2438327074050903,0.9125710725784302,1.3807244300842283,1.6229066848754885,2.390840768814087,1.8749637603759768,Consecutive,Southern,Southern,4
COSER-0404-01,I2,Informant,10376,1332,998,140,0.2380493446414803,Female,78.0,71-85,Almería,Bacares (0404),Andalusia,2013,2013-06-15,1.4293482899665833,1.2438327074050903,0.9125710725784302,1.3807244300842283,1.6229066848754885,2.390840768814087,1.8749637603759768,Consecutive,Southern,Southern,2
COSER-0404-01,I3,Informant,5,2,2,0,0.8,Female,,,Almería,Bacares (0404),Andalusia,2013,2013-06-15,1.4293482899665833,1.2438327074050903,0.9125710725784302,1.3807244300842283,1.6229066848754885,2.390840768814087,1.8749637603759768,Consecutive,Southern,Southern,3
COSER-0404-01,E1,Interviewer,3115,167,472,29,0.2144462279293739,,,,Almería,Bacares (0404),Andalusia,2013,2013-06-15,1.4293482899665833,1.2438327074050903,0.9125710725784302,1.3807244300842283,1.6229066848754885,2.390840768814087,1.8749637603759768,Consecutive,Southern,Southern,1
COSER-0404-01,E3,Interviewer,223,23,34,3,0.2690582959641255,,,,Almería,Bacares (0404),Andalusia,2013,2013-06-15,1.4293482899665833,1.2438327074050903,0.9125710725784302,1.3807244300842283,1.6229066848754885,2.390840768814087,1.8749637603759768,Consecutive,Southern,Southern,3
COSER-4225-01,E2,Interviewer,1903,102,530,17,0.3410404624277456,,,,Toledo,Olías del Rey (4225),Castile-La Mancha,1995,1995-12-02,-0.1165981031954288,1.3126797676086426,2.478687286376953,2.45983624458313,2.3351433277130127,3.386249303817749,3.0636355876922607,Primigenial,Northern,Southern,2
COSER-4225-01,I4,Informant,138,10,55,2,0.4855072463768116,Female,,,Toledo,Olías del Rey (4225),Castile-La Mancha,1995,1995-12-02,-0.1165981031954288,1.3126797676086426,2.478687286376953,2.45983624458313,2.3351433277130127,3.386249303817749,3.0636355876922607,Primigenial,Northern,Southern,4
COSER-4225-01,I3,Informant,1321,76,284,12,0.2816048448145344,Female,70.0,50-70,Toledo,Olías del Rey (4225),Castile-La Mancha,1995,1995-12-02,-0.1165981031954288,1.3126797676086426,2.478687286376953,2.45983624458313,2.3351433277130127,3.386249303817749,3.0636355876922607,Primigenial,Northern,Southern,3
COSER-4225-01,I2,Informant,675,48,167,6,0.3274074074074074,Male,,,Toledo,Olías del Rey (4225),Castile-La Mancha,1995,1995-12-02,-0.1165981031954288,1.3126797676086426,2.478687286376953,2.45983624458313,2.3351433277130127,3.386249303817749,3.0636355876922607,Primigenial,Northern,Southern,2
COSER-4225-01,E3,Interviewer,536,29,201,5,0.4384328358208955,,,,Toledo,Olías del Rey (4225),Castile-La Mancha,1995,1995-12-02,-0.1165981031954288,1.3126797676086426,2.478687286376953,2.45983624458313,2.3351433277130127,3.386249303817749,3.0636355876922607,Primigenial,Northern,Southern,3
COSER-4225-01,E1,Interviewer,1115,102,391,16,0.4565022421524664,,,,Toledo,Olías del Rey (4225),Castile-La Mancha,1995,1995-12-02,-0.1165981031954288,1.3126797676086426,2.478687286376953,2.45983624458313,2.3351433277130127,3.386249303817749,3.0636355876922607,Primigenial,Northern,Southern,1
COSER-4225-01,I1,Informant,18311,1895,2380,247,0.2469553820108131,Male,73.0,71-85,Toledo,Olías del Rey (4225),Castile-La Mancha,1995,1995-12-02,-0.1165981031954288,1.3126797676086426,2.478687286376953,2.45983624458313,2.3351433277130127,3.386249303817749,3.0636355876922607,Primigenial,Northern,Southern,1
COSER-4506-01,E2,Interviewer,112,6,27,3,0.3214285714285714,,,,Vizcaya,Gordexola (4506),Basque Country,2000,2000-05-07,1.788540780544281,1.2260738611221311,1.7513245344161987,1.4145143032073977,2.458423614501953,3.15027403831482,2.962083101272583,Bilingual Areas,Northern,Eastern,2
COSER-4506-01,I1,Informant,5693,510,819,84,0.248199543298788,Male,88.0,86+,Vizcaya,Gordexola (4506),Basque Country,2000,2000-05-07,1.788540780544281,1.2260738611221311,1.7513245344161987,1.4145143032073977,2.458423614501953,3.15027403831482,2.962083101272583,Bilingual Areas,Northern,Eastern,1
COSER-4506-01,I2,Informant,524,61,162,23,0.4694656488549618,Female,80.0,71-85,Vizcaya,Gordexola (4506),Basque Country,2000,2000-05-07,1.788540780544281,1.2260738611221311,1.7513245344161987,1.4145143032073977,2.458423614501953,3.15027403831482,2.962083101272583,Bilingual Areas,Northern,Eastern,2
COSER-4506-01,E3,Interviewer,16,1,1,2,0.25,,,,Vizcaya,Gordexola (4506),Basque Country,2000,2000-05-07,1.788540780544281,1.2260738611221311,1.7513245344161987,1.4145143032073977,2.458423614501953,3.15027403831482,2.962083101272583,Bilingual Areas,Northern,Eastern,3
COSER-4506-01,E1,Interviewer,1344,74,309,10,0.2924107142857143,,,,Vizcaya,Gordexola (4506),Basque Country,2000,2000-05-07,1.788540780544281,1.2260738611221311,1.7513245344161987,1.4145143032073977,2.458423614501953,3.15027403831482,2.962083101272583,Bilingual Areas,Northern,Eastern,1
COSER-4407-01,E2,Interviewer,665,42,179,9,0.3458646616541353,,,,Valladolid,Cigales (4407),Castile and Leon,1994,1994-12-08,0.673629567027092,1.233411431312561,2.072293281555176,1.3764724731445312,2.9561541080474854,3.2640511989593506,3.519897222518921,Primigenial,Northern,Central-Northern,2
COSER-4407-01,E1,Interviewer,2223,95,599,51,0.3351327035537562,,,,Valladolid,Cigales (4407),Castile and Leon,1994,1994-12-08,0.673629567027092,1.233411431312561,2.072293281555176,1.3764724731445312,2.9561541080474854,3.2640511989593506,3.519897222518921,Primigenial,Northern,Central-Northern,1
COSER-4407-01,E3,Interviewer,32,2,6,1,0.28125,,,,Valladolid,Cigales (4407),Castile and Leon,1994,1994-12-08,0.673629567027092,1.233411431312561,2.072293281555176,1.3764724731445312,2.9561541080474854,3.2640511989593506,3.519897222518921,Primigenial,Northern,Central-Northern,3
COSER-5506-01,E2,Interviewer,43,4,5,0,0.2093023255813953,,,,Santa Cruz de Tenerife,El Remo (Los Llanos de Aridane) (5506),Canary Islands,2019,2019-03-11,3.1358110904693604,1.2556896209716797,2.294517517089844,2.160334348678589,3.113779067993164,2.287792682647705,3.620575904846192,Consecutive,Southern,,2
COSER-5506-01,I1,Informant,13714,2262,1397,294,0.2882455884497594,Male,88.0,86+,Santa Cruz de Tenerife,El Remo (Los Llanos de Aridane) (5506),Canary Islands,2019,2019-03-11,3.1358110904693604,1.2556896209716797,2.294517517089844,2.160334348678589,3.113779067993164,2.287792682647705,3.620575904846192,Consecutive,Southern,,1
COSER-5506-01,E4,Interviewer,60,1,13,3,0.2833333333333333,,,,Santa Cruz de Tenerife,El Remo (Los Llanos de Aridane) (5506),Canary Islands,2019,2019-03-11,3.1358110904693604,1.2556896209716797,2.294517517089844,2.160334348678589,3.113779067993164,2.287792682647705,3.620575904846192,Consecutive,Southern,,4
COSER-5506-01,E1,Interviewer,2851,157,369,39,0.1981760785689232,,,,Santa Cruz de Tenerife,El Remo (Los Llanos de Aridane) (5506),Canary Islands,2019,2019-03-11,3.1358110904693604,1.2556896209716797,2.294517517089844,2.160334348678589,3.113779067993164,2.287792682647705,3.620575904846192,Consecutive,Southern,,1
COSER-5506-01,E3,Interviewer,123,5,24,5,0.2764227642276423,,,,Santa Cruz de Tenerife,El Remo (Los Llanos de Aridane) (5506),Canary Islands,2019,2019-03-11,3.1358110904693604,1.2556896209716797,2.294517517089844,2.160334348678589,3.113779067993164,2.287792682647705,3.620575904846192,Consecutive,Southern,,3
COSER-3109-01,E2,Interviewer,1993,120,250,19,0.1951831409934771,,,,Murcia,Lo Ferro (Torre-Pacheco) (3109),Murcia,2013,2013-09-10,-5.69668173789978,1.2288843393325806,1.4866169691085815,1.5396974086761477,2.15176010131836,2.823981523513794,2.219163179397583,Transitional,Southern,Southern,2
COSER-3109-01,I1,Informant,11269,1670,1301,168,0.2785517792173219,Female,74.0,71-85,Murcia,Lo Ferro (Torre-Pacheco) (3109),Murcia,2013,2013-09-10,-5.69668173789978,1.2288843393325806,1.4866169691085815,1.5396974086761477,2.15176010131836,2.823981523513794,2.219163179397583,Transitional,Southern,Southern,1
COSER-3109-01,I2,Informant,79,16,10,1,0.3417721518987341,Male,75.0,71-85,Murcia,Lo Ferro (Torre-Pacheco) (3109),Murcia,2013,2013-09-10,-5.69668173789978,1.2288843393325806,1.4866169691085815,1.5396974086761477,2.15176010131836,2.823981523513794,2.219163179397583,Transitional,Southern,Southern,2
COSER-3109-01,E3,Interviewer,14,2,0,0,0.1428571428571428,,,,Murcia,Lo Ferro (Torre-Pacheco) (3109),Murcia,2013,2013-09-10,-5.69668173789978,1.2288843393325806,1.4866169691085815,1.5396974086761477,2.15176010131836,2.823981523513794,2.219163179397583,Transitional,Southern,Southern,3
COSER-3109-01,E1,Interviewer,799,28,147,10,0.2315394242803504,,,,Murcia,Lo Ferro (Torre-Pacheco) (3109),Murcia,2013,2013-09-10,-5.69668173789978,1.2288843393325806,1.4866169691085815,1.5396974086761477,2.15176010131836,2.823981523513794,2.219163179397583,Transitional,Southern,Southern,1
COSER-5303-01,E2,Interviewer,23,5,1,1,0.3043478260869565,,,,Las Palmas,Barranquillo Andrés (Mogán) (5303),Canary Islands,2017,2017-02-07,-0.175084788352251,1.23858642578125,2.02208948135376,2.086112260818481,2.368880033493042,2.7178432941436768,2.5599942207336426,Consecutive,Southern,,2
COSER-5303-01,E4,Interviewer,142,1,15,1,0.1197183098591549,,,,Las Palmas,Barranquillo Andrés (Mogán) (5303),Canary Islands,2017,2017-02-07,-0.175084788352251,1.23858642578125,2.02208948135376,2.086112260818481,2.368880033493042,2.7178432941436768,2.5599942207336426,Consecutive,Southern,,4
COSER-5303-01,I2,Informant,29,4,8,1,0.4482758620689655,Female,,,Las Palmas,Barranquillo Andrés (Mogán) (5303),Canary Islands,2017,2017-02-07,-0.175084788352251,1.23858642578125,2.02208948135376,2.086112260818481,2.368880033493042,2.7178432941436768,2.5599942207336426,Consecutive,Southern,,2
COSER-5303-01,E3,Interviewer,9,1,5,0,0.6666666666666666,,,,Las Palmas,Barranquillo Andrés (Mogán) (5303),Canary Islands,2017,2017-02-07,-0.175084788352251,1.23858642578125,2.02208948135376,2.086112260818481,2.368880033493042,2.7178432941436768,2.5599942207336426,Consecutive,Southern,,3
COSER-5303-01,E1,Interviewer,1677,45,245,17,0.1830649970184854,,,,Las Palmas,Barranquillo Andrés (Mogán) (5303),Canary Islands,2017,2017-02-07,-0.175084788352251,1.23858642578125,2.02208948135376,2.086112260818481,2.368880033493042,2.7178432941436768,2.5599942207336426,Consecutive,Southern,,1
COSER-5303-01,I1,Informant,13453,1835,1851,340,0.2992641046606705,Male,78.0,71-85,Las Palmas,Barranquillo Andrés (Mogán) (5303),Canary Islands,2017,2017-02-07,-0.175084788352251,1.23858642578125,2.02208948135376,2.086112260818481,2.368880033493042,2.7178432941436768,2.5599942207336426,Consecutive,Southern,,1
COSER-4230-01,E2,Interviewer,231,10,75,6,0.3939393939393939,,,,Toledo,Tembleque (4230),Castile-La Mancha,1998,1998-05-23,46.184706687927246,1.2711502313613892,1.162164568901062,1.5797796249389648,1.584822416305542,3.099684715270996,2.721285581588745,Primigenial,Northern,Southern,2
COSER-4230-01,I4,Informant,572,77,236,9,0.5629370629370629,Male,60.0,50-70,Toledo,Tembleque (4230),Castile-La Mancha,1998,1998-05-23,46.184706687927246,1.2711502313613892,1.162164568901062,1.5797796249389648,1.584822416305542,3.099684715270996,2.721285581588745,Primigenial,Northern,Southern,4
COSER-4230-01,I3,Informant,16,4,5,0,0.5625,Female,,,Toledo,Tembleque (4230),Castile-La Mancha,1998,1998-05-23,46.184706687927246,1.2711502313613892,1.162164568901062,1.5797796249389648,1.584822416305542,3.099684715270996,2.721285581588745,Primigenial,Northern,Southern,3
COSER-4230-01,I2,Informant,294,55,156,15,0.7687074829931972,Male,,,Toledo,Tembleque (4230),Castile-La Mancha,1998,1998-05-23,46.184706687927246,1.2711502313613892,1.162164568901062,1.5797796249389648,1.584822416305542,3.099684715270996,2.721285581588745,Primigenial,Northern,Southern,2
COSER-4230-01,E3,Interviewer,20,1,17,0,0.9,,,,Toledo,Tembleque (4230),Castile-La Mancha,1998,1998-05-23,46.184706687927246,1.2711502313613892,1.162164568901062,1.5797796249389648,1.584822416305542,3.099684715270996,2.721285581588745,Primigenial,Northern,Southern,3
COSER-4230-01,E4,Interviewer,8,0,8,0,1.0,,,,Toledo,Tembleque (4230),Castile-La Mancha,1998,1998-05-23,46.184706687927246,1.2711502313613892,1.162164568901062,1.5797796249389648,1.584822416305542,3.099684715270996,2.721285581588745,Primigenial,Northern,Southern,4
COSER-4230-01,E1,Interviewer,995,84,206,11,0.3025125628140703,,,,Toledo,Tembleque (4230),Castile-La Mancha,1998,1998-05-23,46.184706687927246,1.2711502313613892,1.162164568901062,1.5797796249389648,1.584822416305542,3.099684715270996,2.721285581588745,Primigenial,Northern,Southern,1
COSER-4230-01,I1,Informant,10521,1055,1137,972,0.300731869594145,Female,55.0,50-70,Toledo,Tembleque (4230),Castile-La Mancha,1998,1998-05-23,46.184706687927246,1.2711502313613892,1.162164568901062,1.5797796249389648,1.584822416305542,3.099684715270996,2.721285581588745,Primigenial,Northern,Southern,1
